router,type,owner,chassis,pop,address,city,state,clli_code,isis_interface,adj_router,adj_router_type,adj_router_owner,adj_router_chassis,adj_interface,bandwidth_kbps
JAN1-AR1,AR,TWTC-JUNIPER,MX104,JAN1,142 LEFLEURS SQ,JACKSON,MISSISSIPPI,JCSNMSHA,ae21.0,VAR1.JAN1,VAR,TWTC-JUNIPER,MX104,ae21.0,10000000
VAR1.JAN1,VAR,TWTC-JUNIPER,MX104,JAN1,142 LEFLEURS SQ,JACKSON,MISSISSIPPI,JCSNMSHA,ae21.0,JAN1-AR1,AR,TWTC-JUNIPER,MX104,ae21.0,10000000
VAR1.JAN1,VAR,TWTC-JUNIPER,MX104,JAN1,142 LEFLEURS SQ,JACKSON,MISSISSIPPI,JCSNMSHA,ae22.0,SCR2.BTR1,SCR,GBLX,MX10003,ae7.0,10000000
VAR1.JAN2,VAR,TWTC-JUNIPER,MX10003,JAN2,111 E CAPITOL ST,JACKSON,MISSISSIPPI,JCSNMS91,ae20.0,SCR2.BTR1,SCR,GBLX,MX10003,ae8.0,100000000
VAR1.JAN2,VAR,TWTC-JUNIPER,MX10003,JAN2,111 E CAPITOL ST,JACKSON,MISSISSIPPI,JCSNMS91,ae21.0,VAR2.JAN2,VAR,TWTC-JUNIPER,MX10003,ae21.0,100000000
VAR2.JAN2,VAR,TWTC-JUNIPER,MX10003,JAN2,111 E CAPITOL ST,JACKSON,MISSISSIPPI,JCSNMS91,ae20.0,SDR3.ATL2,SDR,GBLX,MX10008,ae3.0,100000000
VAR2.JAN2,VAR,TWTC-JUNIPER,MX10003,JAN2,111 E CAPITOL ST,JACKSON,MISSISSIPPI,JCSNMS91,ae21.0,VAR1.JAN2,VAR,TWTC-JUNIPER,MX10003,ae21.0,100000000
ESP1.KAC1,ESP,GBLX,7750-SR-12,KAC1,1100 WALNUT ST,KANSAS CITY,MISSOURI,KSCYMO11,ae3,SDR1.KAC2,SDR,GBLX,MX10003,ae7.0,10000000
ESP1.KAC1,ESP,GBLX,7750-SR-12,KAC1,1100 WALNUT ST,KANSAS CITY,MISSOURI,KSCYMO11,ae4,SDR2.KAC2,SDR,GBLX,MX10003,ae7.0,10000000
ESP11.KAC2,ESP,GBLX,7750-SR-12,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1,SDR1.KAC2,SDR,GBLX,MX10003,ae5.0,10000000
ESP11.KAC2,ESP,GBLX,7750-SR-12,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae2,SDR2.KAC2,SDR,GBLX,MX10003,ae5.0,10000000
ESP21.KAC2,ESP,GBLX,7750-SR-12,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae20,SDR3.KAC2,SDR,GBLX,MX10004,ae20.0,200000000
ESP21.KAC2,ESP,GBLX,7750-SR-12,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae21,SDR4.KAC2,SDR,GBLX,MX10004,ae21.0,200000000
PR1.KAC2,PR,GBLX,MX104,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae0.0,SDR1.KAC2,SDR,GBLX,MX10003,ae11.0,10000000
PR1.KAC2,PR,GBLX,MX104,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.0,SDR2.KAC2,SDR,GBLX,MX10003,ae11.0,10000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae7.0,ESP1.KAC1,ESP,GBLX,7750-SR-12,ae3,10000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae4.0,ESP1.OMA1,ESP,GBLX,7750-SR-12,ae2,10000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae12.0,ESP1.WCH1,ESP,GBLX,7750-SR-12,ae12,10000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae5.0,ESP11.KAC2,ESP,GBLX,7750-SR-12,ae1,10000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae13.0,KSC1-CR1,CR,TWTC-JUNIPER,MX960,ae1.0,20000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae11.0,PR1.KAC2,PR,GBLX,MX104,ae0.0,10000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae10.0,SCR1.TUL2,SCR,GBLX,MX10003,ae1.0,100000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae6.0,SCR2.STL1,SCR,GBLX,7750-SR-12,ae6,100000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae0.0,SDR2.KAC2,SDR,GBLX,MX10003,ae0.0,300000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae2.0,SDR3.CHI2,SDR,GBLX,MX10008,ae7.0,300000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae14.0,SDR3.KAC2,SDR,GBLX,MX10004,ae1.0,400000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.0,SDR4.DEN1,SDR,GBLX,MX10008,ae2.0,200000000
SDR1.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,xe-0/0/0:0.3012,VRR41.KAC2,VRR,GBLX,VRR,em0.0,null
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae7.0,ESP1.KAC1,ESP,GBLX,7750-SR-12,ae4,10000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae9.0,ESP1.SPF3,ESP,GBLX,7750-SR-12,ae9,20000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae5.0,ESP11.KAC2,ESP,GBLX,7750-SR-12,ae2,10000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae13.0,KSC1-CR2,CR,TWTC-JUNIPER,MX960,ae1.0,20000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae23.0,OMA1-AR1,AR,TWTC-JUNIPER,MX960,ae23.0,10000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae24.0,OMA1-ER1,ER,TWTC-JUNIPER,MX960,ae23.0,10000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae11.0,PR1.KAC2,PR,GBLX,MX104,ae1.0,10000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae0.0,SDR1.KAC2,SDR,GBLX,MX10003,ae0.0,300000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae6.0,SDR3.DAL1,SDR,GBLX,MX10008,ae2.0,200000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae14.0,SDR4.KAC2,SDR,GBLX,MX10004,ae1.0,400000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae22.0,VAR1.OMA2,VAR,TWTC-JUNIPER,MX10003,ae20.0,100000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae25.0,VAR2.CED1,VAR,TWTC-JUNIPER,MX10003,ae20.0,100000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,xe-0/0/0:0.3022,VRR41.KAC2,VRR,GBLX,VRR,em1.0,null
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae26.0,WCH1-AR1,AR,TWTC-JUNIPER,MX960,ae24.0,10000000
SDR2.KAC2,SDR,GBLX,MX10003,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae27.0,WCH1-ER1,ER,TWTC-JUNIPER,MX960,ae24.0,10000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae20.0,ESP21.KAC2,ESP,GBLX,7750-SR-12,ae20,200000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.0,SDR1.KAC2,SDR,GBLX,MX10003,ae14.0,400000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae0.0,SDR4.KAC2,SDR,GBLX,MX10004,ae0.0,3200000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae2.0,SDR5.CHI2,SDR,GBLX,MX10004,ae4.0,1200000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae3.0,SDR6.DEN1,SDR,GBLX,MX10004,ae2.0,1200000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae22.0,VAR1.KSC6,VAR,TWTC-JUNIPER,MX10003,ae22.0,200000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae7.0,VAR2.KSC6,VAR,TWTC-JUNIPER,MX10003,ae24.0,200000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae5.0,VAR3.KSC6,VAR,TWTC-JUNIPER,MX10004,ae20.0,800000000
SDR3.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae6.0,VAR4.KSC6,VAR,TWTC-JUNIPER,MX10004,ae20.0,800000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae21.0,ESP21.KAC2,ESP,GBLX,7750-SR-12,ae21,200000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae3.0,SDR1.MIN25,SDR,GBLX,MX10004,ae2.0,1200000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.0,SDR2.KAC2,SDR,GBLX,MX10003,ae14.0,400000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae0.0,SDR3.KAC2,SDR,GBLX,MX10004,ae0.0,3200000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae2.0,SDR5.DAL1,SDR,GBLX,MX10004,ae2.0,1200000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae4.0,SDR6.ATL2,SDR,GBLX,MX10004,ae4.0,800000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae23.0,VAR1.KSC6,VAR,TWTC-JUNIPER,MX10003,ae23.0,200000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae7.0,VAR2.KSC6,VAR,TWTC-JUNIPER,MX10003,ae25.0,200000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae5.0,VAR3.KSC6,VAR,TWTC-JUNIPER,MX10004,ae21.0,800000000
SDR4.KAC2,SDR,GBLX,MX10004,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae6.0,VAR4.KSC6,VAR,TWTC-JUNIPER,MX10004,ae21.0,800000000
BAR1.KAC1,BAR,L3,MX960,KAC1,1100 WALNUT ST,KANSAS CITY,MISSOURI,KSCYMO11,ae0.11,BAR2.KAC1,BAR,L3,MX960,ae0.11,null
BAR1.KAC1,BAR,L3,MX960,KAC1,1100 WALNUT ST,KANSAS CITY,MISSOURI,KSCYMO11,ae6.6,EBR1.KAC2,EBR,L3,7750-SR-7s,ae6.6,null
BAR2.KAC1,BAR,L3,MX960,KAC1,1100 WALNUT ST,KANSAS CITY,MISSOURI,KSCYMO11,ae0.11,BAR1.KAC1,BAR,L3,MX960,ae0.11,null
BAR2.KAC1,BAR,L3,MX960,KAC1,1100 WALNUT ST,KANSAS CITY,MISSOURI,KSCYMO11,ae6.6,EBR2.KAC2,EBR,L3,7750-SR-7s,ae6.6,null
EAR1.KAC2,EAR,L3,7750-SR-2s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.13,EAR2.KAC2,EAR,L3,7750-SR-2s,ae1.13,400000000
EAR1.KAC2,EAR,L3,7750-SR-2s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae4.3501,EBR1.KAC2,EBR,L3,7750-SR-7s,ae3.3501,400000000
EAR2.KAC2,EAR,L3,7750-SR-2s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.13,EAR1.KAC2,EAR,L3,7750-SR-2s,ae1.13,400000000
EAR2.KAC2,EAR,L3,7750-SR-2s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae4.3501,EBR2.KAC2,EBR,L3,7750-SR-7s,ae3.3501,400000000
EAR3.KAC2,EAR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.3503,EBR1.KAC2,EBR,L3,7750-SR-7s,ae13.3503,800000000
EAR3.KAC2,EAR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae2.3602,EBR2.KAC2,EBR,L3,7750-SR-7s,ae13.3602,800000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae6.6,BAR1.KAC1,BAR,L3,MX960,ae6.6,200000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae3.3501,EAR1.KAC2,EAR,L3,7750-SR-2s,ae4.3501,400000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae5.5,EAR2.TUL2,EAR,L3,7750-SR-2s,ae5.5,300000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae13.3503,EAR3.KAC2,EAR,L3,7750-SR-7s,ae1.3503,800000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.11,EBR2.KAC2,EBR,L3,7750-SR-7s,ae1.11,2000000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae2.15,EBR4.CLE1,EBR,L3,7750-SR-7s,ae15.15,1500000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae9.9,EBR6.DEN1,EBR,L3,PTX10008,ae9.9,1900000000
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,et-1/1/c3/1.3011,ERR1.KAC2,ERR,L3,VRR,em0.0,null
EBR1.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,et-1/1/c3/1.3012,ERR2.KAC2,ERR,L3,VRR,em0.0,null
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae6.6,BAR2.KAC1,BAR,L3,MX960,ae6.6,200000000
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae4.4,EAR1.STL1,EAR,L3,7750-SR-2s,ae5.4,400000000
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae3.3501,EAR2.KAC2,EAR,L3,7750-SR-2s,ae4.3501,400000000
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae13.3602,EAR3.KAC2,EAR,L3,7750-SR-7s,ae2.3602,800000000
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae2.12,EBR1.CHI10,EBR,L3,PTX10008,ae12.12,1700000000
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae1.11,EBR1.KAC2,EBR,L3,7750-SR-7s,ae1.11,2000000000
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,ae9.9,EBR2.DAL1,EBR,L3,PTX10008,ae9.9,1400000000
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,et-1/1/c3/1.3021,ERR1.KAC2,ERR,L3,VRR,em1.0,null
EBR2.KAC2,EBR,L3,7750-SR-7s,KAC2,1212 E 19TH ST,KANSAS CITY,MISSOURI,KSCBMOVS,et-1/1/c3/1.3022,ERR2.KAC2,ERR,L3,VRR,em1.0,null
KCM-EDGE-18,EDGE,QCC,MX480,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae0.0,KCM-PCOR-20,PCOR,QCC,7950-XRS-20,ae12,40000000
KCM-EDGE-18,EDGE,QCC,MX480,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae1.0,KCM-PCOR-21,PCOR,QCC,7950-XRS-20,ae13,40000000
KCM-EDGE-18,EDGE,QCC,MX480,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ge-5/1/0.0,KCM-RDBR-01,RDBR,QCC,ASR1006,GigabitEthernet0/0/0,1000000
KCM-EDGE-19,EDGE,QCC,MX960,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae0.0,KCM-PCOR-20,PCOR,QCC,7950-XRS-20,ae10,80000000
KCM-EDGE-19,EDGE,QCC,MX960,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae1.0,KCM-PCOR-21,PCOR,QCC,7950-XRS-20,ae11,80000000
KCM-EDGE-20,EDGE,QCC,MX960,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae0.0,KCM-PCOR-20,PCOR,QCC,7950-XRS-20,ae27,40000000
KCM-EDGE-20,EDGE,QCC,MX960,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae1.0,KCM-PCOR-21,PCOR,QCC,7950-XRS-20,ae27,40000000
KCM-ISEC-01,ISEC,QCC,MX480,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae0.902,KCM-PRIV-23,PRIV,QCC,7750-SR-12,lag-7:902.*,null
KCM-NGRR-02,NGRR,QCC,ASR1004,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,Port-channel10,KCM-PCOR-20,PCOR,QCC,7950-XRS-20,ae4,10000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae25,BB-CLMAMOXA-JX4-01,BB,LC,MX480,ae9.0,20000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae11,BB-KSCBMONR-JX9-01,BB,LC,MX960,ae11.0,130000000
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae5,CER-PCOR-22,PCOR,QCC,7950-XRS-40,ae13,300000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae6,DES-PCOR-04,PCOR,QCC,MX960,ae2.0,100000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae7,DVN-PCOR-04,PCOR,QCC,MX10003,ae2.0,60000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae2,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae10,500000000
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae3,IPL-PCOR-05,PCOR,QCC,MX960,ae9.0,100000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae12,KCM-EDGE-18,EDGE,QCC,MX480,ae0.0,40000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae10,KCM-EDGE-19,EDGE,QCC,MX960,ae0.0,80000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae27,KCM-EDGE-20,EDGE,QCC,MX960,ae0.0,40000000
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae30,KCM-NGSR-01,NGSR,QCC,7609,Port-channel13,20000000
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae1,KCM-PCOR-21,PCOR,QCC,7950-XRS-20,ae1,500000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae13,KCM-PRIV-21,PRIV,QCC,7750-SR-12,ae1,20000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae18,KCM-PRIV-22,PRIV,QCC,7750-SR-12,ae1,100000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae33,KCM-PRIV-23,PRIV,QCC,7750-SR-12,ae1,100000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae34,KCM-VSMR-03,VSMR,QCC,MX10003,ae3.0,20000000
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae40,MRH-EDGE-01,EDGE,QCC,MX480,ae0.0,20000000
,,,,,,,,,,,,,,,
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae8,SXC2-PCOR-04,PCOR,QCC,MX10003,ae3.0,20000000
KCM-PCOR-20,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae38,SXF-PCOR-04,PCOR,QCC,MX960,ae1.0,100000000
,,,,,,,,,,,,,,,
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae12,BB-KSCBMONR-JX9-02,BB,LC,MX960,ae11.0,120000000
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae7,CDR2-PCOR-01,PCOR,QCC,MX960,ae15.0,80000000
,,,,,,,,,,,,,,,
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae3,DVR3-PCOR-21,PCOR,QCC,7950-XRS-40,ae19,500000000
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae25,FRP-PCOR-20,PCOR,QCC,7950-XRS-40,ae19,200000000
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae13,KCM-EDGE-18,EDGE,QCC,MX480,ae1.0,40000000
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae11,KCM-EDGE-19,EDGE,QCC,MX960,ae1.0,80000000
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae27,KCM-EDGE-20,EDGE,QCC,MX960,ae1.0,40000000
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae6,KCM-NGSR-02,NGSR,QCC,7609,Port-channel13,20000000
,,,,,,,,,,,,,,,
KCM-PCOR-21,PCOR,QCC,7950-XRS-20,KCM,711 E 19TH ST,KANSAS CITY,MISSOURI,KSCAMO96,ae1,KCM-PCOR-20,PCOR,QCC,7950-XRS-20,ae1,500000000
