network,type,router,software,chassis,clli_code
AS209,PRIV,DES-PRIV-21,16.0.R15,7750-SR-12,DESMIADT
AS209,PRIV,MIN4-PRIV-20,16.0.R15,7750-SR-12,EDPRMN42
AS209,PRIV,JCV-PRIV-20,16.0.R15,7750-SR-12,JCVLFLJB
AS209,PRIV,DCA-PRIV-20,16.0.R15,7750-SR-12,WASIDCRG
AS209,PRIV,TOR2-PRIV-21,16.0.R15,7750-SR-7,TOROONXN
AS209,DSL-GW,FTMY-DSL-GW02.FTMY.QWEST.NET,16.0.R15,7750-SR-12,FTMYFLXA
AS209,AGW,CDRR-AGW2,21.2R3-S9.20,MX960,CDRRIADT
AS209,DSL-GW,ORLF-DSL-GW02.ORLF.QWEST.NET,16.0.R15,7750-SR-12,ORLFFL43
AS209,PRIV,DVR3-PRIV-20,16.0.R15,7750-SR-12,DNVRCOMA
AS209,PRIV,FAR2-PRIV-20,16.0.R15,7750-SR-12,FARGNDBC
AS209,PRIV,IPL-PRIV-20,16.0.R15,7750-SR-12,IPLXINIF
AS209,PRIV,LWC-PRIV-20,16.0.R15,7750-SR-12,LWCTOHAP
AS209,PRIV,MIA-PRIV-21,16.0.R15,7750-SR-12,MIASFLTT
AS209,PRIV,LSV2-PRIV-22,16.0.R15,7750-SR-12,LSVGNVXB
AS209,DSL-GW,TLHS-DSL-GW01.TLHS.QWEST.NET,16.0.R15,7750-SR-12,TLHSFLTE
AS209,DSL-GW,TUKW-DSL-GW73.TUKW.QWEST.NET,16.0.R15,7750-SR-12,TKWLWALL
AS209,DSL-GW,LSV2-DSL-GW05.LSV2.QWEST.NET,16.0.R15,7750-SR-12,LSVGNVXB
AS209,PRIV,ELP-PRIV-20,16.0.R15,7750-SR-12,ELPUTXFA
AS209,PRIV,EWS3-PRIV-21,16.0.R15,7750-SR-12,NWRKNJMD
AS209,PRIV,SLC2-PRIV-20,16.0.R15,7750-SR-12,SLKDUTUY
AS209,PRIV,MIN5-PRIV-20,16.0.R15,7750-SR-12,STPLMNMK
AS209,PRIV,PHN3-PRIV-20,16.0.R15,7750-SR-12,PHNBAZ27
AS209,PRIV,BOI2-PRIV-21,16.0.R15,7750-SR-12,BOISIDMA
AS209,PRIV,SXC2-PRIV-21,16.0.R15,7750-SR-12,SXCYIADT
AS209,PRIV,DCX2-PRIV-21,16.0.R15,7750-SR-12,ASBNVACZ
AS209,PRIV,PIT-PRIV-20,16.0.R15,7750-SR-12,LTDLPAAO
AS209,PRIV,LCR-PRIV-20,16.0.R15,7750-SR-12,LCRSWIXC
AS209,PRIV,SXF-PRIV-20,16.0.R15,7750-SR-12,SXFLSDNW
AS209,PRIV,SND-PRIV-21,16.0.R15,7750-SR-12,SNDICATF
AS209,PRIV,ATL-PRIV-20,16.0.R15,7750-SR-12,ATLNGAMA
AS209,PRIV,MRH-PRIV-20,16.0.R15,7750-SR-12,MRHGMOKZ
AS209,DSL-GW,PTLD-DSL-GW54.PTLD.QWEST.NET,16.0.R15,7750-SR-12,PTLDOR61
AS209,PRIV,STN3-PRIV-20,16.0.R15,7750-SR-12,DLLSVA03
AS209,PRIV,SND-PRIV-20,16.0.R15,7750-SR-12,SNDICATF
AS209,PRIV,HLR-PRIV-21,16.0.R15,7750-SR-12,HLRNCOFP
AS209,PRIV,CHR3-PRIV-20,16.0.R15,7750-SR-12,CHRLNCRL
AS209,DSL-GW,ORLF-DSL-GW03.ORLF.QWEST.NET,16.0.R15,7750-SR-12,ORLFFL43
AS209,PRIV,CER-PRIV-24,16.0.R15,7750-SR-12,CHCGILDT
AS209,PRIV,OMH-PRIV-20,16.0.R15,7750-SR-12,OMAHNEKG
AS3549,MAR,MAR1.ORL1,11.4R8.4,M120,ORLFFLEJ
AS209,PRIV,POR-PRIV-20,16.0.R15,7750-SR-12,PTLDOR61
AS209,PRIV,BST-PRIV-20,16.0.R15,7750-SR-12,BSTPMALL
AS209,PRIV,TLH-PRIV-20,16.0.R15,7750-SR-12,TLHSFLTE
AS209,PRIV,CER-PRIV-25,16.0.R15,7750-SR-12,CHCGILDT
AS209,EDGE,SXC2-EDGE-03,21.2R3-S3.5,MX480,SXCYIADT
AS209,PRIV,BLT-PRIV-21,16.0.R15,7750-SR-12,BLTMMDDN
AS209,PRIV,MRH2-PRIV-20,16.0.R15,7750-SR-12,MRHGMOQA
AS3549,SCR,SCR2.MIN25,21.4R3-S8.4,MX10003,MNNTMNIC
AS209,PRIV,CER-PRIV-23,16.0.R15,7750-SR-12,CHCGILDT
AS209,PRIV,SCD-PRIV-20,16.0.R15,7750-SR-12,SCDMAZXE
AS209,PRIV,MON-PRIV-20,16.0.R15,7750-SR-12,MONRLA17
AS209,PRIV,SNJ-PRIV-20,16.0.R15,7750-SR-12,SNJUCACL
AS209,DSL-GW,TLHS-DSL-GW02.TLHS.QWEST.NET,16.0.R15,7750-SR-12,TLHSFLTE
AS209,PRIV,STC2-PRIV-21,16.0.R15,7750-SR-12,STCDMNTO
AS209,PRIV,NLR-PRIV-21,16.0.R15,7750-SR-12,NLRKARGP
AS3549,VAR,VAR1.MEM4,21.4R3-S8.4,MX10003,MMPKTNVZ
AS209,AGW,COSP-AGW2,21.2R3-S9.20,MX960,CLSPCOMA
AS209,PRIV,TPA-PRIV-20,16.0.R15,7750-SR-12,TAMRFLIY
AS209,PRIV,TCS2-PRIV-20,16.0.R15,7750-SR-12,TCSRAZZC
AS209,PRIV,RCR-PRIV-21,16.0.R15,7750-SR-12,RCRDCAHL
AS209,PRIV,HNL-PRIV-21,16.0.R15,7750-SR-12,HNLLHIEL
AS209,EDGE,CDR2-EDGE-06,21.2R3-S9.20,MX480,CDRRIADT
AS209,PRIV,CHR-PRIV-21,16.0.R15,7750-SR-12,CHRONCJS
AS209,PRIV,KCM-PRIV-23,16.0.R15,7750-SR-12,KSCAMO96
AS209,PRIV,PHL-PRIV-20,16.0.R15,7750-SR-12,PHLAPA03
AS209,DSL-GW,LSV2-DSL-GW03.LSV2.QWEST.NET,16.0.R15,7750-SR-12,LSVGNVXB
AS209,PRIV,SEA-PRIV-21,16.0.R15,7750-SR-12e,STTLWAWB
AS209,PRIV,NWO-PRIV-20,16.0.R15,7750-SR-12,NWORLAPO
AS209,PRIV,OMH-PRIV-22,16.0.R15,7750-SR-12,OMAHNEKG
AS209,PRIV,KCM5-PRIV-20,16.0.R15,7750-SR-12,KSCBMONR
AS209,PRIV,NWO-PRIV-21,16.0.R15,7750-SR-12,NWORLAPO
AS209,PRIV,CLE-PRIV-21,16.0.R15,7750-SR-12,CLEYOHDH
AS209,PRIV,BUR-PRIV-20,16.0.R15,7750-SR-12,BRBNCACG
AS209,DSL-GW,SLCY-DSL-GW19.SLCY.QWEST.NET,16.0.R15,7750-SR-12,SLKDUTUY
AS209,DSL-GW,SPOK-DSL-GW03.SPOK.QWEST.NET,12.2(33)SB13,C10008,SPKNWA01
AS209,PRIV,WPG-PRIV-20,16.0.R15,7750-SR-7,WNPJMBMH
AS209,PRIV,AUS-PRIV-20,16.0.R15,7750-SR-12,AUSXTXUB
AS209,DSL-GW,TUKW-DSL-GW71.TUKW.QWEST.NET,16.0.R15,7750-SR-12,TKWLWALL
AS209,PRIV,DAL-PRIV-21,16.0.R15,7750-SR-12,DLLSTX37
AS209,PRIV,PHL-PRIV-21,16.0.R15,7750-SR-12,PHLAPA03
AS209,DSL-GW,HLRN-DSL-GW13.HLRN.QWEST.NET,16.0.R15,7750-SR-12,HLRNCOFP
AS209,PRIV,DCX2-PRIV-22,16.0.R15,7750-SR-12,ASBNVACZ
AS209,DSL-GW,STPL-DSL-GW08.STPL.QWEST.NET,12.2(33)SB13,C10008,STPLMNMK
AS209,PRIV,IAH-PRIV-20,16.0.R15,7750-SR-12,HSTSTXJV
AS209,PRIV,CHR-PRIV-20,16.0.R15,7750-SR-12,CHRONCJS
AS209,PRIV,CER-PRIV-20,16.0.R15,7750-SR-12,CHCGILDT
AS209,PRIV,LOS-PRIV-22,16.0.R15,7750-SR-12,LSANCAJW
AS209,DSL-GW,STPL-DSL-GW05.STPL.QWEST.NET,12.2(33)SB13,C10008,STPLMNMK
AS209,AGW,EUG2-AGW2,21.2R3-S9.20,MX960,EUGNOR53
AS209,PRIV,JFK2-PRIV-21,16.0.R15,7750-SR-12,NYCMNYAA
AS209,PRIV,JFK2-PRIV-22,16.0.R15,7750-SR-12,NYCMNYAA
AS209,DSL-GW,TUKW-DSL-GW53.TUKW.QWEST.NET,12.2(33)SB13,C10008,TKWLWALL
AS209,EDGE,EWS3-EDGE-02,21.2R3-S3.5,MX480,NWRKNJMD
AS209,EDGE,BIS-EDGE-07,21.2R3-S9.20,MX480,BSMRNDCP
AS209,EDGE,SXC2-EDGE-04,21.2R3-S3.5,MX480,SXCYIADT
AS209,PRIV,ORL-PRIV-20,16.0.R15,7750-SR-12,ORLFFL43
AS209,PRIV,MIN5-PRIV-22,16.0.R15,7750-SR-12,STPLMNMK
AS209,DSL-GW,LSV2-DSL-GW01.LSV2.QWEST.NET,16.0.R15,7750-SR-12,LSVGNVXB
AS209,PRIV,STN3-PRIV-21,16.0.R15,7750-SR-12,DLLSVA03
AS209,PRIV,DAL-PRIV-22,16.0.R15,7750-SR-12,DLLSTX37
AS209,PRIV,DCX5-PRIV-21,16.0.R15,7750-SR-12,ASBNVAMG
AS209,PRIV,HLR-PRIV-26,16.0.R15,7750-SR-12,HLRNCOFP
AS209,PRIV,CBA-PRIV-20,16.0.R15,7750-SR-12,CLMBSCPY
AS3549,ES,MKE2-ES1,12.3R3.4,EX4550_Virtual,MILAWIIR
AS209,PRIV,DCA-PRIV-23,16.0.R15,7750-SR-12,WASIDCRG
AS209,PRIV,CAL-PRIV-21,16.0.R15,7750-SR-7,CLGRABSM
AS209,DSL-GW,FTMY-DSL-GW01.FTMY.QWEST.NET,16.0.R15,7750-SR-12,FTMYFLXA
AS209,PRIV,BOI2-PRIV-20,16.0.R15,7750-SR-12,BOISIDMA
AS209,PRIV,LOS-PRIV-21,16.0.R15,7750-SR-12,LSANCAJW
AS209,PRIV,RLG-PRIV-20,16.0.R15,7750-SR-12,RLGINCHK
AS209,PRIV,CHR-PRIV-22,16.0.R15,7750-SR-12,CHRONCJS
AS209,PRIV,LOS-PRIV-20,16.0.R15,7750-SR-12,LSANCAJW
AS209,PRIV,STC2-PRIV-20,16.0.R15,7750-SR-12,STCDMNTO
AS209,PRIV,DES2-PRIV-20,16.0.R15,7750-SR-12,WAUKIABO
AS209,DSL-GW,COSP-DSL-GW15.COSP.QWEST.NET,16.0.R15,7750-SR-12,CLSPCOMA
AS209,PRIV,DAL-PRIV-20,16.0.R15,7750-SR-12,DLLSTX37
AS209,EDGE,SXF-EDGE-06,21.2R3-S3.5,MX480,SXFLSDNW
AS209,DSL-GW,PTLD-DSL-GW53.PTLD.QWEST.NET,19.4R3-S3.3,MX480,PTLDOR61
AS3549,ESP,ESP22.WDC1,16.0.R15,7750-SR-12,MCLNVA23
AS209,PRIV,LSV2-PRIV-20,16.0.R15,7750-SR-12,LSVGNVXB
AS209,PRIV,STN-PRIV-21,16.0.R15,7750-SR-12,STNGVAHD
AS209,PRIV,LOS3-PRIV-20,16.0.R15,7750-SR-12,LSANCAVJ
AS3549,PR,PR1.LAX9,21.2R3-S9.20,MX480,LSANCAJW
AS209,PRIV,RCR-PRIV-20,16.0.R15,7750-SR-12,RCRDCAHL
AS209,DSL-GW,COSP-DSL-GW14.COSP.QWEST.NET,16.0.R15,7750-SR-12,CLSPCOMA
AS209,PRIV,IAH-PRIV-21,16.0.R15,7750-SR-12,HSTSTXJV
AS209,PRIV,CER-PRIV-21,16.0.R15,7750-SR-12,CHCGILDT
AS209,PRIV,HLR-PRIV-22,16.0.R15,7750-SR-12,HLRNCOFP
AS209,PRIV,CLS2-PRIV-20,16.0.R15,7750-SR-12,CLSPCOMA
AS209,EDGE,SNJ-EDGE-03,21.2R3-S3.5,MX960,SNJUCACL
AS3549,AR,BOI3-AR1,21.2R3-S9.20,MX960,BOISIDMA
AS3549,SDR,SDR2.DAL1,16.0.R20,7750-SR-12e,FRSDTXAR
AS3549,MAR,MAR1.NYC1,11.4R8.4,M120,NYCMNY83
AS3549,PR,PR9.CHI37,15.1F5-S7.1,MX480,CHCGILCN
AS209,PRIV,STN-PRIV-20,16.0.R15,7750-SR-12,STNGVAHD
AS209,PRIV,BIL-PRIV-20,16.0.R15,7750-SR-12,BLNGMTSG
AS209,DSL-GW,PTLD-DSL-GW55.PTLD.QWEST.NET,16.0.R15,7750-SR-12,PTLDOR61
AS209,PRIV,TOR-PRIV-20,16.0.R15,7750-SR-7,SSVLONAA
AS209,DSL-GW,HELN-DSL-GW05.HELN.QWEST.NET,16.0.R15,7750-SR-12,HLNAMTMA
AS209,EDGE,TLH-EDGE-02,21.2R3-S3.5,MX960,TLHSFLTE
AS209,PRIV,CDR2-PRIV-21,16.0.R15,7750-SR-12,CDRRIADT
AS209,PRIV,CHY2-PRIV-21,16.0.R15,7750-SR-12,CHYNWYMA
AS209,EDGE,ORL-EDGE-01,15.1R4-S7,M320,ORLFFL43
AS3356,EBR,EBR2.DAL5,23.10.R6,7750-SR-7s,DLLSTX37
AS3549,ER,MKE1-ER1,15.1F5-S7.1,MX480,MILXWIIX
AS209,PRIV,CER-PRIV-26,16.0.R15,7750-SR-12,CHCGILDT
AS3549,AR,FTW1-AR3,14.1R8.6,M320,FTWOTXFO
AS3549,SCR,SCR4.LAX1,18.2R3-S8.5,MX960,LSANCARC
AS3549,ER,SJO1-ER1,19.1R2-S3,MX960,SNVACAID
AS3356,EDGE,EDGE2.NYC6,22.4R3-S6.5,PTX10008,NYCPNYYK
AS209,EDGE,OMH3-EDGE-01,21.2R3-S3.5,MX480,PPLNNEDG
AS3549,AR,BLT1-AR2,14.1R8.6,M120,BLTMMDDN
AS3549,VAR,VAR4.ATL12,22.4R3-S6.5,MX10004,ATLDGAUY
AS3549,ER,STL1-ER1,19.1R2-S3,MX960,STLSMOPL
AS209,EDGE,ROC2-EDGE-04,21.2R3-S3.5,MX480,ROCHMNRO
AS3549,PR,PR5.MIA1,21.2R3-S9.20,MX480,MIATFLAD
AS3356,EBR,EBR1.HON1,22.4R3-S6.5,PTX10008,MLUAHIAK
AS209,AGW,SPOK-AGW2,21.2R3-S9.20,MX960,SPKNWA01
AS3549,PR,PR1.CHI1,10.0S27.2,M20,CHCGILCN
AS3549,ER,BOS4-ER1,19.1R2-S3,MX960,CMBRMAOR
AS209,EDGE,BOI2-EDGE-06,21.2R3-S3.5,MX480,BOISIDMA
AS3549,ESP,ESP1.DAY2,16.0.R15,7750-SR-12,DYTNOHIB
AS209,PRIV,ABQ-PRIV-20,16.0.R15,7750-SR-12,ALBQNMPC
AS3549,AR,MOB3-AR1,21.2R3-S9.21,MX104,MOBLALOW
AS209,EDGE,CHR-EDGE-03,21.2R3-S9.20,MX480,CHRONCJS
AS3549,ES,CHI7-ES32,23.4R2-S3.10-EVO,ACX7100-32C,CHCGILWU
AS3549,ES,DAL2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,DLLSTX97
AS3549,VAR,VAR32.DAL2,22.4R3-S6.5,MX304,DLLSTX97
AS209,PRIV,MTL-PRIV-20,16.0.R15,7750-SR-7,MTRLPQ01
AS3356,EBR,EBR2.PHX1,22.4R3-S6.5,PTX10008,PHNDAZ91
AS3549,AR,AR6.CHI3,15.1F5-S7.1,MX960,CHCGILCN
AS3356,EBR,EBR3.WDC1,16.0.R14,7950-XRS-40,MCLNVA23
AS209,EDGE,DVR-EDGE-13,21.2R3-S3.5,MX960,DNVRCO26
AS3549,ER,DAY1-ER1,15.1F5-S7.1,MX480,DYTNOHKT
AS3356,EDGE,EDGE1.NYC5,11.4R8.4,M120,NYCMNYZR
AS209,EDGE,CER-EDGE-19,21.2R3-S9.20,MX960,CHCGILDT
AS3549,ES,DAL2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,DLLSTX97
AS209,PRIV,HNL-PRIV-20,16.0.R15,7750-SR-12,HNLLHIEL
AS3549,SCR,SCR1.FLL1,16.0.R20,7750-SR-12e,TMRCFL03
AS209,PCOR,SNJ2-PCOR-20,16.0.R20,7950-XRS-40,SNJYCAHM
AS3549,VAR,VAR31.WDC26,22.4R3-S6.5,MX304,ASBNVACZ
AS3549,AR,AR7.LAX1,15.1F5-S7.1,MX960,LSANCARC
AS3549,MAR,MAR2.NWR1,11.4R8.4,M120,NWRKNJMD
AS3549,AR,FRS1-AR3,21.2R3-S9.20,MX480,FRSNCAVV
AS209,EDGE,DAX-EDGE-05,21.2R3-S9.20,MX960,DLLSTX97
AS3549,SDR,SDR2.CLB2,22.4R3-S6.5,MX10004,CLMDOH44
AS3549,AR,MSP1-AR1,15.1F5-S7.1,MX480,MNNTMNIC
AS3549,SCR,SCR1.JAX5,21.4R3-S8.4,MX10003,JCVLFLAI
AS3549,SDR,SDR5.ATL2,22.4R3-S6.5,MX10004,ATLDGAUY
AS3549,VAR,VAR1.MON1,21.4R3-S8.4,MX10003,LCHNPQEQ
AS3549,VAR,VAR3.KSC6,22.4R3-S6.5,MX10004,KSCBMOVS
AS3549,MAR,MAR1.BOS1,11.4R8.4,M120,BSTNMACO
AS3549,ESP,ESP1.SJO1,16.0.R15,7750-SR-12,SNVACAID
AS3549,ER,LOU1-ER1,15.1F5-S7.1,MX480,LSVLKY18
AS3549,PR,PR1.KAC2,21.2R3-S9.21,MX104,KSCBMOVS
AS3549,AR,LAX2-AR2,19.1R2-S3,MX960,LSANCAJW
AS209,PRIV,LWC-PRIV-21,16.0.R15,7750-SR-12,LWCTOHAP
AS209,PRIV,DCX2-PRIV-20,16.0.R15,7750-SR-12,ASBNVACZ
AS3549,SCR,SCR1.NOR1,21.4R3-S8.4,MX10003,MTRELANJ
AS209,EDGE,RCR-EDGE-02,21.2R3-S3.5,MX960,RCRDCAHL
AS3549,VAR,VAR2.HNL1,21.4R3-S8.4,MX10003,MLUAHIAK
AS209,DSL-GW,SLCY-DSL-GW21.SLCY.QWEST.NET,21.2R3-S9.20,MX480,SLKDUTUY
AS3549,ER,IND1-ER1,15.1F5-S7.1,MX480,IPLTINSD
AS3549,ESP,ESP1.SPA3,16.0.R15,7750-SR-12,SPBGSC01
AS209,EDGE,ORL-EDGE-02,21.2R3-S3.5,MX960,ORLFFL43
AS3549,AR,CLT2-AR2,19.1R2-S3,MX960,CHRMNC72
AS3549,ER,SBA1-ER1,15.1F5-S7.1,MX480,GOLTCAGR
AS3549,PR,PR1.NWR1,21.2R3-S9.21,MX104,NWRKNJMD
AS3549,SDR,SDR2.KAC2,21.4R3-S8.4,MX10003,KSCBMOVS
AS3549,SDR,SDR3.KAC2,22.4R3-S6.5,MX10004,KSCBMOVS
AS209,PRIV,PHN4-PRIV-10,6.7.3[Default],ASR9K,PHNXAZNE
AS3549,ES,WDC26-ES31,23.4R2-S3.10-EVO,ACX7100-32C,ASBNVACZ
AS209,EDGE,DAL-EDGE-19,21.2R3-S3.5,MX960,DLLSTX37
AS209,EDGE,BST-EDGE-06,21.2R3-S9.20,MX960,BSTPMALL
AS3549,ER,AUS1-ER1,19.1R2-S3,MX480,AUSWTXSZ
AS3549,AR,AR5.CHI1,15.1(3)S5,7609,CHCGILCN
AS209,PRIV,PHN4-PRIV-20,16.0.R15,7750-SR-12,PHNXAZNE
AS3549,PR,PR1.CLE1,10.0S27.2,M20,CLEVOHIB
AS3549,CR,SBA1-CR1,15.1F5-S8,MX480,GOLTCAGR
AS3549,VAR,VAR1.FTL2,21.2R3-S9.20,MX960,TMRCFL03
AS3549,SCR,SCR2.FLL1,16.0.R20,7750-SR-12e,TMRCFL03
AS3549,VAR,VAR1.ABQ3,21.4R3-S8.4,MX960,ALBQNMPC
AS209,DSL-GW,STPL-DSL-GW11.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS3356,EAR,EAR3.SJO1,23.10.R6,7950-XRS-20,SNVACAID
AS209,DSL-GW,STPL-DSL-GW20.STPL.QWEST.NET,19.4R3-S3.3,MX480,STPLMNMK
AS3549,ER,PIT3-ER1,19.1R2-S3,MX960,PITDPANG
AS3356,EDGE,EDGE4.NWR1,15.1F5-S7.1,MX104,NWRKNJMD
AS3356,BEAR,BEAR2.PHX1,23.10.R6,7950-XRS-20,PHNDAZ91
AS3549,VAR,VAR1.MIA3,21.4R3-S8.4,MX960,MIATFLAD
AS209,DSL-GW,DESM-DSL-GW29.DESM.QWEST.NET,21.2R3-S9.20,MX480,DESMIADT
AS3549,AR,AR1.NYC6,14.0.R5,7750-SR-12,NYCPNYYK
AS3549,VAR,VAR2.MIA3,21.4R3-S8.4,MX960,MIASFLTT
AS3549,SCR,SCR2.BOI7,16.0.R20,7750-SR-12e,BOISIDMA
AS209,EDGE,DVR3-EDGE-02,21.2R3-S3.5,MX480,DNVRCOMA
AS209,PCOR,DCX2-PCOR-21,16.0.R20,7950-XRS-20,ASBNVACZ
AS3549,ESP,ESP1.MIA42,16.0.R15,7750-SR-12,MIBBFLLO
AS3549,PR,PR6.WDC2,21.2R3-S9.21,MX104,RSTNVA91
AS209,EDGE,LSV2-EDGE-01,21.2R3-S3.5,MX480,LSVGNVXB
AS209,AGW,FRGO-AGW1,21.2R3-S9.20,MX960,FARGNDBC
AS3549,AR,IND1-AR3,14.1R8.6,M320,IPLTINSD
AS3356,EAR,EAR2.JAX5,23.10.R8,7750-SR-2s,JCVLFLAI
AS209,EDGE,CDR2-EDGE-07,21.2R3-S9.20,MX480,CDRRIADT
AS209,DSL-GW,COSP-DSL-GW13.COSP.QWEST.NET,21.2R3-S9.20,MX480,CLSPCOMA
AS3549,ER,CHI1-ER2,21.2R3-S9.20,MX480,CHCGILCP
AS3356,EBR,EBR6.DEN1,22.4R3-S6.5,PTX10008,DNVTCO56
AS3356,BAR,BAR2.MIN2,21.2R3-S9.20,MX960,MPLSMNCD
AS3356,EDGE,EDGE1.SJO3,21.2R3-S9.20,MX960,SNJUCACL
AS3356,EDGE,EDGE2.SEA3,21.2R3-S9.20,MX960,STTLWAWB
AS3549,MAR,MAR1.STL1,11.4R8.4,M120,STLVMOSJ
AS209,EDGE,BST-EDGE-07,21.2R3-S9.20,MX480,BSTPMALL
AS3356,EAR,EAR1.SAC1,23.10.R8,7750-SR-2s,WSCRCAHW
AS3356,BAR,BAR2.LVG1,21.2R3-S9.20,MX960,NLVGNVBV
AS3356,EAR,EAR2.SAC1,23.10.R6,7750-SR-2s,WSCRCAHW
AS3356,EAR,EAR4.MIA2,23.10.R6,7950-XRS-20,MIAUFLWS
AS3356,EAR,EAR1.REN1,23.10.R8,7750-SR-2s,RENPNVAR
AS3549,AR,DAL1-AR3,14.1R6-S1.1,M320,DLLFTXFQ
AS3356,EAR,EAR4.CHI2,23.10.R6,7950-XRS-20,CHCTILWC
AS3356,EDGE,EDGE3.HOU1,22.4R3-S6.5,PTX10008,HSTQTX02
AS3356,BAR,BAR1.POR1,21.2R3-S9.20,MX960,PTLGORIA
AS3356,EAR,EAR4.NYC6,23.10.R6,7750-SR-7s,NYCPNYYK
AS3549,CR,DAL1-CR3,18.2R3-S8.5,MX960,DLLFTXFQ
AS209,AGW,OMAH-AGW1,21.2R3-S9.20,MX960,OMAHNEKG
AS3356,EDGE,EDGE5.NWR1,22.4R3-S6.5,PTX10008,NWRKNJMD
AS209,AGW,BOID-AGW1,21.2R3-S9.20,MX960,BOISIDMA
AS3356,EBR,EBR1.ATL2,22.4R3-S6.5,PTX10008,ATLDGAUY
AS3356,BAR,BAR1.LOU1,21.2R3-S9.20,MX960,LSVNKYJH
AS3356,EAR,EAR2.NOR1,23.10.R6,7750-SR-2s,MTRELANJ
AS3356,BAR,BAR2.TUL2,21.2R3-S9.20,MX960,TULUOKBR
AS3356,BAR,BAR4.PHI1,22.4R3-S6.5,PTX10008,PHLAPAFG
AS3549,VAR,VAR2.MIA42,21.4R3-S8.4,MX10003,MIBBFLLO
AS3356,EAR,EAR3.LAX1,23.10.R6,7950-XRS-20,LSANCA54
AS3356,EAR,EAR1.PHX1,16.0.R14,7750-SR-12,PHNDAZ91
AS3356,EAR,EAR2.WDC1,23.10.R6,7950-XRS-20,MCLNVA23
AS209,DSL-GW,PHN4-DSL-GW22.PHN4.QWEST.NET,12.2(33)SB13,C10008,PHNXAZNE
AS3356,EAR,EAR1.NVL1,23.10.R8,7750-SR-2s,NSVMTN17
CTL,CR,CRNVLSVG01,12.2(18)SXF8,7609,null
AS3356,EDGE,EDGE5.DAAS3356,21.2R3-S9.20,MX960,DLLSTX97
AS209,AGW,BOID-AGW2,21.2R3-S9.20,MX960,BOISIDMA
AS3356,EDGE,EDGE4.ATL2,22.4R3-S6.5,PTX10008,ATLDGAUY
AS209,VSMR,CER-VSMR-04,15.1F6-S6.4,MX480,CHCGILDT
CTL,CR,CRNCRCMT04,12.2(33)SRB3,7609,null
AS209,VIRR,HLR-VIRR-01,23.4R2-S4.11,VRR,HLRNCOFP
AS209,VSMR,CER-VSMR-03,15.1F6-S6.4,MX480,CHCGILDT
AS3549,MAR,MAR1.CHI2,11.4R8.4,M120,CHCGILDT
AS209,VIRR,VAN-VIRR-01,23.4R2-S4.11,VRR,VANCBCHC
AS209,VIRR,VAN-VIRR-02,23.4R2-S4.11,VRR,VANCBCHC
AS209,SVCS,DCX2-SVCS-10,15.1F6-S6.4,MX480,ASBNVACZ
AS3356,EAR,EAR2.LAX1,23.10.R6,7950-XRS-20,LSANCA54
AS3356,BEAR,BEAR1.WDC111,23.10.R6,7950-XRS-20,ASBNVAMG
AS3549,SDR,SDR4.LAX1,22.4R3-S6.5,MX10004,LSANCA54
AS209,EDGE,DVR2-EDGE-01,21.2R3-S3.5,MX480,DNVUCOTF
AS3549,AR,ONT1-AR5,19.1R2-S3,MX960,ONTRCAFX
AS3549,AR,FTL2-AR3,19.1R2-S3,MX480,TMRCFL03
AS3549,ES,DAL7-ES1,11.4R5.5,EX4500-40F,IRNGTXEM
AS3356,EBR,EBR4.CLE1,23.10.R6,7750-SR-7s,CLEVOH97
AS3549,AR,COS1-AR3,14.1R8.6,M120,CLSPCO11
AS3549,ES,LAS4-ES2,20.2X4.1,ACX5448,NLVGNVBV
AS3549,AR,BFL1-AR2,14.1R8.6,M120,BKFECAAA
AS209,DSL-GW,TUKW-DSL-GW63.TUKW.QWEST.NET,12.2(33)SB13,C10008,TKWLWALL
AS209,DSL-GW,STC2-DSL-GW02.STC2.QWEST.NET,12.2(33)SB13,C10008,STCDMNTO
AS3549,ESP,ESP21.ATL2,16.0.R15,7750-SR-12,ATLDGAUY
CTL,CR,CRNVLSVG02,12.2(18)SXF8,7609,null
AS3549,AR,DAY1-AR1,21.2R3-S9.20,MX960,DYTNOHKT
AS209,DSL-GW,BOID-DSL-GW04.BOID.QWEST.NET,12.2(33)SB13,C10008,BOISIDMA
AS3549,ESP,ESP1.JAX1,16.0.R15,7750-SR-12,JCVNFL07
AS3549,ER,BGM1-ER1,15.1F5-S7.1,MX480,BNGHNYHN
AS3549,ER,BFL1-ER1,15.1F5-S7.1,MX480,BKFECAAA
AS3549,AR,AR2.WDC1,14.0.R5-1,7750-SR-12,MCLNVA23
AS3549,AR,STL1-AR1,19.1R2-S3,MX960,STLSMOPL
AS3549,AR,NSH1-AR4,14.1R8.6,M320,NSVOTNAO
AS3549,SCR,SCR4.CHI1,18.2R3-S8.5,MX960,CHCGILCN
AS3549,AR,RDU1-AR3,14.1R8.6,M120,RLGHNCJY
AS3549,CR,BLT1-CR1,15.1F5-S8,MX960,BLTMMDDN
AS3549,CR,NSH1-CR2,15.1F5-S8,MX960,NSVOTNAO
AS3549,CR,DAY1-CR2,15.1F5-S8,MX960,DYTNOHKT
