location_code,short_name,location_name,address,address_2,city,state,postal_code,country,timezone_name,timezone_offset,latitude,longitude,region
EAGNMNII,min19,Minneapolis19,1800 YANKEE DOODLE RD,,EAGAN,MINNESOTA,55122,US,CENTRAL TIME,-6,44.834949,-93.197899,
CNSHPAWI,phi38,Philadelphia38,1001 CONSHOHOCKEN STATE RD,,CONSHOHOCKEN,PENNSYLVANIA,19428,US,EASTERN TIME,-5,40.066898,-75.306763,
MPLSMNFD,min20,Minneapolis20,250 MARQUETTE AVE,MARQUETTE PLAZA,MINNEAPOLIS,MINNESOTA,55401,US,CENTRAL TIME,-6,44.980949,-93.26796,
NYCMNYMM,nyc80,NewYork80,625 MADISON AVE,REVLON BUILDING,NEW YORK,NEW YORK,10022,US,EASTERN TIME,-5,40.763222,-73.971504,
NYCMNYFY,nyc81,NewYork81,745 5TH AVE,,NEW YORK,NEW YORK,10151,US,EASTERN TIME,-5,40.763271,-73.973518,
PHNXAZWK,phx38,Phoenix38,2929 N CENTRAL AVE,,PHOENIX,ARIZONA,85012,US,MOUNTAIN TIME,-7,33.481323,-112.073509,
LNBHCALW,lax67,LosAngeles67,3800 VIA ORO AVE,,LONG BEACH,CALIFORNIA,90810,US,PACIFIC TIME,-8,33.829441,-118.21125,
RCSQTXFI,dal78,Dallas78,850 E COLLINS BLVD,,RICHARDSON,TEXAS,75081,US,CENTRAL TIME,-6,32.967369,-96.713219,
TRTWNC04,ral40,Raleigh40,4425 SILICON DR,,DURHAM,NORTH CAROLINA,27703,US,EASTERN TIME,-5,35.898998,-78.839554,
PHNHAZMG,phx39,Phoenix39,4415 E COTTON CENTER BLVD,,PHOENIX,ARIZONA,85040,US,MOUNTAIN TIME,-7,33.40144,-111.984848,
GRVGCOAA,den43,Denver43,6510 S QUEBEC ST,,ENGLEWOOD,COLORADO,80111,US,MOUNTAIN TIME,-7,39.598389,-104.904045,
BTRILA96,btr16,BatonRouge16,1 TOWER DR,,BATON ROUGE,LOUISIANA,70808,US,CENTRAL TIME,-6,30.409945,-91.177887,
CHNDAZUZ,phx40,Phoenix40,450 N MCKEMY AVE,,CHANDLER,ARIZONA,85226,US,MOUNTAIN TIME,-7,33.311451,-111.953331,
NYCMNYNT,nyc82,NewYork82,1 WORLD TRADE CTR,,NEW YORK,NEW YORK,10007,US,EASTERN TIME,-5,40.710201,-74.012703,
PPLNNEDG,oma6,Omaha6,11425 S 84TH ST,,PAPILLION,NEBRASKA,68046,US,CENTRAL TIME,-6,41.131752,-96.042854,
NYCMNYEF,nyc83,NewYork83,220 E 42ND ST,,NEW YORK,NEW YORK,10017,US,EASTERN TIME,-5,40.749981,-73.973,
NYCMNYAF,nyc84,NewYork84,1271 6TH AVE,TIME LIFE BUILDING,NEW YORK,NEW YORK,10020,US,EASTERN TIME,-5,40.76054,-73.980988,
OKBRILMA,chi65,Chicago65,6 OAKBROOK CTR,,OAK BROOK,ILLINOIS,60523,US,CENTRAL TIME,-6,41.849964,-87.956718,
SCBGILDR,chi66,Chicago66,1750 E GOLF RD,,SCHAUMBURG,ILLINOIS,60173,US,CENTRAL TIME,-6,42.050949,-88.03511,
MFFDCAAS,sjo45,SanJose45,M16 NASA AMES RESEARCH PARK,,MOFFETT FIELD,CALIFORNIA,94040,US,PACIFIC TIME,-8,37.397842,-122.101463,
FLPKNJ42,nwr53,Newark53,19 VREELAND RD,,FLORHAM PARK,NEW JERSEY,7932,US,EASTERN TIME,-5,40.78743,-74.368355,
ATLNGAEF,atl37,Atlanta37,1600 PEACHTREE ST NW,,ATLANTA,GEORGIA,30309,US,EASTERN TIME,-5,33.79673,-84.391029,
ALLNTXZH,dal79,Dallas79,2260 CHELSEA BLVD,,ALLEN,TEXAS,75013,US,CENTRAL TIME,-6,33.135941,-96.660957,
MTLDFLAA,orl38,Orlando38,2600 MAITLAND CENTER PKWY,Tech Management,MAITLAND,FLORIDA,32751,US,EASTERN TIME,-5,28.633801,-81.396889,
NYCMNY52,nyc85,NewYork85,520 MADISON AVE,,NEW YORK,NEW YORK,10022,US,EASTERN TIME,-5,40.760269,-73.97438,
MCALTX96,mca2,McAllen2,200 S 10TH ST,,MCALLEN,TEXAS,78501,US,PACIFIC TIME,-8,26.20195,-98.230499,
NSVLTNQT,nvl29,Nashville29,660 MAINSTREAM DR,,NASHVILLE,TENNESSEE,37228,US,CENTRAL TIME,-6,36.196507,-86.817009,
PLAPTXJH,dal80,Dallas80,601 DATA DR,,PLANO,TEXAS,75075,US,CENTRAL TIME,-6,33.008327,-96.759407,
Z0983876,min21,Minneapolis21,420 23RD AVE SE,,MINNEAPOLIS,MINNESOTA,55455,US,CENTRAL TIME,-6,44.975426,-93.222672,
ATLNGALM,atl38,Atlanta38,1355 PEACHTREE ST NE,Peachtree Towers,ATLANTA,GEORGIA,30309,US,EASTERN TIME,-5,33.791821,-84.385002,
ATLNGAEE,atl39,Atlanta39,151 ELLIS ST NE,,ATLANTA,GEORGIA,30303,US,EASTERN TIME,-5,33.75835,-84.383362,
TLHTFLPX,tal13,Tallahassee13,3121 HARTSFIELD RD,,TALLAHASSEE,FLORIDA,32303,US,EASTERN TIME,-5,30.471373,-84.34803,
ORLGFL21,orl39,Orlando39,7380 W SAND LAKE RD,,ORLANDO,FLORIDA,32819,US,EASTERN TIME,-5,28.449244,-81.481277,
NWRKNJVT,nwr54,Newark54,1 RIVERFRONT PLZ,,NEWARK,NEW JERSEY,7102,US,EASTERN TIME,-5,40.735439,-74.164169,
TWDLTXWT,hou51,Houston51,2455 TECHNOLOGY FOREST BLVD,,THE WOODLANDS,TEXAS,77381,US,CENTRAL TIME,-6,30.173706,-95.472931,
WASIDCRG,wdc97,Washington97,1500 ECKINGTON PL NE,,WASHINGTON,DISTRICT OF COLUMBIA,20002,US,EASTERN TIME,-5,38.909771,-77.005539,
TWDLTXLN,hou52,Houston52,9400 GROGANS MILL RD,,THE WOODLANDS,TEXAS,77380,US,CENTRAL TIME,-6,30.167955,-95.464401,
LTRKARIB,lit26,LittleRock26,610 ROCK ST,,LITTLE ROCK,ARKANSAS,72202,US,CENTRAL TIME,-6,34.742371,-92.267952,
AMSUNLAI,ams10,Amsterdam10,6 TT NEVERITAWEG,,AMSTERDAM,NOORD-HOLLAND,1033 WC,NL,CET  CENTRAL EUROPEAN,1,52.400921,4.8954,
NHFRNYCC,utc6,Utica6,180 GENESEE ST,,NEW HARTFORD,NEW YORK,13413,US,EASTERN TIME,-5,43.077381,-75.302589,
WASHDCDT,wdc98,Washington98,725 13TH ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,20005,US,EASTERN TIME,-5,38.89925,-77.029152,
TEMQAZYL,phx41,Phoenix41,400 E TYLER MALL,OLD MAIN BUILDING,TEMPE,ARIZONA,85287,US,MOUNTAIN TIME,-7,33.420273,-111.927605,
MCALTX01,mca3,McAllen3,906 BEECH AVE,,MCALLEN,TEXAS,78501,US,CENTRAL TIME,-6,26.204817,-98.229195,
Z0006780,par17,Paris17,RUE COGNACQ JAY 15,,PARIS,ILE-DE-FRANCE,75007,FR,CET,1,48.861858,2.30215,
OKLDCABB,oak7,Oakland7,2101 WEBSTER ST,,OAKLAND,CALIFORNIA,94612,US,PACIFIC TIME,-8,37.81028,-122.265999,
AMSTNL03,ams11,Amsterdam11,105 SCIENCE PARK,,AMSTERDAM,NOORD-HOLLAND,1098 XG,NL,CET  CENTRAL EUROPEAN,1,52.35598,4.95035,
PARTFRDY,par18,Paris18,27 RUE BERRI,,PARIS,ISLE OF FRANCE,75008,FR,CET  CENTRAL EUROPEAN,1,48.87315,2.305226,
SNTECAIQ,sjo46,SanJose46,4900 MARIE P DEBARTOLO WAY,,SANTA CLARA,CALIFORNIA,95054,US,PACIFIC TIME,-8,37.403221,-121.969849,
SNFCCABT,sfo40,SanFrancisco40,150 STOCKTON ST,,SAN FRANCISCO,CALIFORNIA,94108,US,PACIFIC TIME,-8,37.787369,-122.405899,
NWYKNYAC,nyc86,NewYork86,75 GREENE ST,,NEW YORK,NEW YORK,10012,US,EASTERN TIME,-5,40.723461,-74.000771,
HSTNTXKH,hou53,Houston53,1945 ALLEN PKWY,,HOUSTON,TEXAS,77019,US,CENTRAL TIME,-6,29.760256,-95.387718,
HSTTTX67,hou54,Houston54,12141 RICHMOND AVE,,HOUSTON,TEXAS,77082,US,CENTRAL TIME,-6,29.72913,-95.594284,
HSTCTXNW,hou55,Houston55,8101 W SAM HOUSTON PKWY S,,HOUSTON,TEXAS,77072,US,CENTRAL TIME,-6,29.691792,-95.555862,
SNDGCAQR,sdg20,SanDiego20,501 W BROADWAY,,SAN DIEGO,CALIFORNIA,92101,US,PACIFIC TIME,-8,32.715172,-117.167732,
NYCSNYTP,nyc87,NewYork87,51 ASTOR PL,,NEW YORK,NEW YORK,10003,US,EASTERN TIME,-5,40.729778,-73.990639,
WNMLMDAO,bal29,Baltimore29,3110 LORD BALTIMORE DR,,BALTIMORE,MARYLAND,21244,US,EASTERN TIME,-5,39.340431,-76.751488,
PLAQTXDO,dal81,Dallas81,1640 DALLAS PKWY,,PLANO,TEXAS,75093,US,CENTRAL TIME,-6,33.022503,-96.8284,
OKLDCACV,oak8,Oakland8,1999 HARRISON ST,,OAKLAND,CALIFORNIA,94612,US,PACIFIC TIME,-8,37.80777,-122.265282,
OKLDCAEU,oak9,Oakland9,1111 BROADWAY,,OAKLAND,CALIFORNIA,94607,US,PACIFIC TIME,-8,37.802811,-122.272804,
ENWDCORQ,enw5,Englewood5,5775 DTC BLVD,,GREENWOOD VILLAGE,COLORADO,80111,US,MOUNTAIN TIME,-7,39.61166,-104.887039,
OMALNEDZ,oma7,Omaha7,1400 DOUGLAS ST,,OMAHA,NEBRASKA,68179,US,CENTRAL TIME,-6,41.259193,-95.935181,
SMTSNJ63,nwr55,Newark55,400 ATRIUM DR,,SOMERSET,NEW JERSEY,8873,US,EASTERN TIME,-5,40.534451,-74.518692,
NYCMNYTD,nyc88,NewYork88,909 3RD AVE,,NEW YORK,NEW YORK,10022,US,EASTERN TIME,-5,40.758541,-73.96846,
DLLSTX74,dal82,Dallas82,901 MAIN ST,,DALLAS,TEXAS,75202,US,CENTRAL TIME,-6,32.780018,-96.803894,
L0001862,bgo4,Bogota4,100 AVENIDA C 122-35,,BOGOTA DC,DISTRITO CAPITAL DE BOGOTA,110111,CO,EASTERN TIME,-5,4.703379,-74.054855,
SLRKPAAG,pit25,Pittsburgh25,220 N MAIN ST,,SLIPPERY ROCK,PENNSYLVANIA,16057,US,EASTERN TIME,-5,41.06646,-80.057617,
CLFRPAAF,pit26,Pittsburgh26,1140 EDWARDS ST,,CALIFORNIA,PENNSYLVANIA,15419,US,EASTERN TIME,-5,40.05822,-79.89447,
GNDYFL08,stp4,StPetersburg4,11450 GANDY BLVD N,,ST PETERSBURG,FLORIDA,33702,US,EASTERN TIME,-5,27.87129,-82.61628,
LTRKARBT,lit27,LittleRock27,121 E CAPITOL AVE,,LITTLE ROCK,ARKANSAS,72201,US,CENTRAL TIME,-6,34.743629,-92.27018,
QNCYWACY,qnc5,Quincy5,2200 M ST NE,BUILDING C,QUINCY,WASHINGTON,98848,US,PACIFIC TIME,-8,47.15395,-119.7687,
Z1676121,lon41,London41,"11 PARK ROYAL METRO CENTRE, BRITANNIA WAY",,LONDON,ENGLAND,NW10 7PA,GB,GMT,0,51.5275,-0.27203,
GRCRENAC,lon42,London42,NARCOT LANE,,GERRARDS CROSS,BUCKINGHAMSHIRE,SL9 8TW,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.611301,-0.5712,
Z1676095,xit4,Italy4,"VIA VOLTA, 24",,AVENZZANO,ABRUZZO,67051,IT,CET,1,42.192013,13.728917,
LONDEN20,lon43,London43,PORTLAND PL,WOGAN HOUSE,LONDON,GREATER LONDON,W1A 1AA,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.51907,-0.143617,
Z1676109,ams12,Amsterdam12,KININGIN WIHETMINAPLEIN 2-4,,AMSTERDAM,ZUID-HOLLAND,1062HK,NL,CET,1,52.099091,4.296986,
ROMEITIO,xit3,Italy3,VIA SALARIA 1021,SKY ITALIA S R L,ROME,LAZIO,138,IT,CET,1,41.990795,12.513631,
PARSFRLT,par19,Paris19,70 RUE BALARD,,PARIS,ISLE OF FRANCE,75015,FR,CET  CENTRAL EUROPEAN,1,48.839802,2.27797,
Z0861804,mad7,Madrid7,CALLE VIRGILIO 2,,POZUELO DE ALARCON,MADRID,28223,ES,CET,1,40.397579,-3.79065,
DBLNIRAY,dub5,Dublin5,WILSBOROUGH INDUSTIRAL ESTATE CLONSHAUGH,CLONSHAUGH,DUBLIN,LEINSTER,17,IE,GMT,0,53.299999,-6.25,
Z1676085,mad8,Madrid8,"CTRA. NACIONAL 320, KM 259",,"ARMUNA DE TAGUNA,GUADALAJARA",CASTILLA LA MANCHA,19135,ES,CET,1,39.417789,-2.623233,
NYMSNY29,nyc89,NewYork89,215 E 58TH ST,,NEW YORK,NEW YORK,10022,US,EASTERN TIME,-5,40.760609,-73.966019,
MDRVCAAL,rsd5,Riverside5,1694 FT E/93RD ST & 117 FT N/HWY 36,,MAD RIVER,CALIFORNIA,95526,US,PACIFIC TIME,-8,40.433159,-123.472801,
LVSTNEAJ,oma8,Omaha8,10917 HARRY WATANABE PKWY,,LA VISTA,NEBRASKA,68128,US,CENTRAL TIME,-6,41.18018,-96.084221,
UNECWI05,eau1,EauClaire1,1046 MARY LN,,EAU CLAIRE,WISCONSIN,54703,US,CENTRAL TIME,-6,44.809269,-91.5681,
MFFDCAAO,sjo47,SanJose47,M19 NASA RESEARCH PARK,,MOUNTAIN VIEW,CALIFORNIA,94040,US,PACIFIC TIME,-8,37.397842,-122.101463,
MMBHFL06,mia34,Miami34,1020 OCEAN DR,,MIAMI BEACH,FLORIDA,33139,US,EASTERN TIME,-5,25.78072,-80.130859,
TROYMIOC,det31,Detroit31,300 E BIG BEAVER RD,,TROY,MICHIGAN,48083,US,EASTERN TIME,-5,42.560902,-83.140991,
CLEVOHFX,cle20,Cleveland20,100 PUBLIC SQ,,CLEVELAND,OHIO,44113,US,EASTERN TIME,-5,41.49865,-81.69323,
HSTBTXGX,hou56,Houston56,11050 CAPITAL PARK DR,,HOUSTON,TEXAS,77041,US,CENTRAL TIME,-6,29.836899,-95.560135,
Z0249861,mia35,Miami35,1666 79TH ST CSWY,,NORTH BAY VILLAGE,FLORIDA,33141,US,EST,-5,25.848682,-80.151199,
PHNEAZHJ,phx42,Phoenix42,401 W WASHINGTON ST,,PHOENIX,ARIZONA,85003,US,MOUNTAIN TIME,-7,33.44767,-112.080238,
PHNXAZLA,phx43,Phoenix43,230 N 1ST AVE,,PHOENIX,ARIZONA,85003,US,MOUNTAIN TIME,-7,33.450634,-112.075203,
HOBKNJNW,wee2,Weehawken2,221 RIVER ST,,HOBOKEN,NEW JERSEY,7030,US,EASTERN TIME,-5,40.738918,-74.027931,
BLUBPAAI,phi39,Philadelphia39,1777 SENTRY PKWY W,BUILDING 17,BLUE BELL,PENNSYLVANIA,19422,US,EASTERN TIME,-5,40.134766,-75.278366,
CHCBIL30,chi67,Chicago67,550 W ADAMS ST,,CHICAGO,ILLINOIS,60661,US,CENTRAL TIME,-6,41.879589,-87.641594,
NSVLTNPZ,nvl30,Nashville30,2221 MURPHY AVE,,NASHVILLE,TENNESSEE,37203,US,CENTRAL TIME,-6,36.153191,-86.807205,
NSVPTNVO,nvl31,Nashville31,552 METROPLEX DR,,NASHVILLE,TENNESSEE,37211,US,CENTRAL TIME,-6,36.092926,-86.702911,
YORLPAIQ,ypa14,YorkPA14,221 W PHILADELPHIA ST,TOWER WEST,YORK,PENNSYLVANIA,17401,US,EASTERN TIME,-5,39.962921,-76.734154,
CFTNNJAC,nwr56,Newark56,100 DELAWANNA AVE,,CLIFTON,NEW JERSEY,7014,US,EASTERN TIME,-5,40.82999,-74.126183,
NSVLTNYX,nvl32,Nashville32,525 METROPLEX DR,,NASHVILLE,TENNESSEE,37211,US,CENTRAL TIME,-6,36.091549,-86.702942,
SNJSCAPL,sjo48,SanJose48,10 ALMADEN BLVD,,SAN JOSE,CALIFORNIA,95113,US,PACIFIC TIME,-8,37.333889,-121.893974,
OKBRILAR,chi68,Chicago68,800 COMMERCE DR,,OAK BROOK,ILLINOIS,60523,US,CENTRAL TIME,-6,41.850216,-87.941185,
Z0871595,tur2,Turin2,VIA CENTALLO 72,,TORINO,PIEMONTE,10156,IT,CET,1,45.104794,7.721496,
Z1676086,bru6,Brussels6,LIERSESTEENWEG 4,,MECHELEN,BRUXELLES-CAPITALE,2800,BE,CET,1,50.838554,4.37543,
LONDENBS,lon44,London44,201 WOOD LN,BBC MEDIA CTR,LONDON,GREATER LONDON,W12 7TQ,GB,"DUBLIN,EDINBURGH,LONDON,LISBON",0,51.514153,-0.228957,
Z1676091,mln4,Milan4,"SKY ITALIA SANTA GIULIA, ROGODERA DISTRICT",,MILAN,SICILIA,20137,IT,CET,1,44.47776,8.70263,
ALLNTXGM,dal83,Dallas83,900 GUARDIANS WAY,,ALLEN,TEXAS,75013,US,CENTRAL TIME,-6,33.095181,-96.683861,
PHNCAZBK,phx44,Phoenix44,4127 E VAN BUREN ST,,PHOENIX,ARIZONA,85008,US,MOUNTAIN TIME,-7,33.449879,-111.990913,
SPBGRUBL,xru8,Russia8,"KANTEMIROVSKAYA, 12",,ST. PETERSBURG,,194100,RU,CET,1,59.984028,30.331112,
AUSFTX08,aus20,Austin20,4100 SMITH SCHOOL RD,BUILDING TX1,AUSTIN,TEXAS,78744,US,CENTRAL TIME,-6,30.198933,-97.713806,
STLSMOAF,stl16,StLouis16,501 N BROADWAY,,SAINT LOUIS,MISSOURI,63102,US,CENTRAL TIME,-6,38.629768,-90.188904,
Z1078173,nwr57,Newark57,274 CHESTNUT ST,,NEWARK,NEW JERSEY,7105,US,EST,-5,40.722965,-74.163841,
CNCPOHUF,cin10,Cincinnati10,1720 GILBERT AVE,SCRIPPS,CINCINNATI,OHIO,45202,US,EASTERN TIME,-5,39.113651,-84.498978,
BLDRCO01,den44,Denver44,6300 DIAGONAL HWY,BUILDING 2,BOULDER,COLORADO,80301,US,MOUNTAIN TIME,-7,40.073883,-105.206696,
SNFGCABE,sfo41,SanFrancisco41,1050 BATTERY ST,,SAN FRANCISCO,CALIFORNIA,94111,US,PACIFIC TIME,-8,37.801159,-122.401314,
SNFCCAOI,sfo42,SanFrancisco42,1275 MARKET ST,,SAN FRANCISCO,CALIFORNIA,94103,US,PACIFIC TIME,-8,37.777519,-122.415421,
SNVACABB,sjo49,SanJose49,255 CASPIAN DR,,SUNNYVALE,CALIFORNIA,94089,US,PACIFIC TIME,-8,37.414452,-122.014664,
SNFCCA77,sfo43,SanFrancisco43,215 FREMONT ST,,SAN FRANCISCO,CALIFORNIA,94105,US,PACIFIC TIME,-8,37.789139,-122.394302,
NYCMNYMI,nyc90,NewYork90,485 MADISON AVE,,NEW YORK,NEW YORK,10022,US,EASTERN TIME,-5,40.758862,-73.97467,
SNANCAVT,tus6,Tustin6,145 E COLUMBINE AVE,,SANTA ANA,CALIFORNIA,92707,US,PACIFIC TIME,-8,33.703529,-117.866714,
SNGPSICL,sng3,Singapore3,20 AYER RAJAH CRES,,SINGAPORE,SOUTH WEST,139964,SG,"PERTH, BEIJING, SINGAPORE",8,1.29511,103.789803,
SNGPSIDD,sng4,Singapore4,2 TAI SENG AVENUE,,SINGAPORE,SOUTH EAST,534408,SG,"PERTH, BEIJING, SINGAPORE",8,1.33678,103.893944,
ALPSGAVM,atl40,Atlanta40,3200 WEBB BRIDGE RD,,ALPHARETTA,GEORGIA,30005,US,EASTERN TIME,-5,34.075748,-84.26429,
ATLNGABV,atl41,Atlanta41,1175 PEACHTREE ST NE,,ATLANTA,GEORGIA,30361,US,EASTERN TIME,-5,33.78651,-84.383064,
CNNTCO44,den45,Denver45,8636 S PEORIA ST,,CENTENNIAL,COLORADO,80112,US,MOUNTAIN TIME,-7,39.560387,-104.83934,
SNFDCAEM,sfo44,SanFrancisco44,222 KEARNY ST,,SAN FRANCISCO,CALIFORNIA,94108,US,PACIFIC TIME,-8,37.790199,-122.403664,
NYCNNYVE,nyc91,NewYork91,200 VESEY ST,AMERICAN EXPRESS TOWER BUILDING 3 WFC,NEW YORK,NEW YORK,10281,US,EASTERN TIME,-5,40.713921,-74.014694,
BRWDTNIU,nvl33,Nashville33,5250 VIRGINIA WAY,,BRENTWOOD,TENNESSEE,37027,US,CENTRAL TIME,-6,36.033398,-86.807838,
RENONVEA,ren5,Reno5,310 GALLETTI WAY,,SPARKS,NEVADA,89431,US,PACIFIC TIME,-8,39.532501,-119.779945,
ELKONVAK,elk3,Elko3,1951 IDAHO ST,,ELKO,NEVADA,89801,US,PACIFIC TIME,-8,40.846169,-115.750893,
AURSCOSP,den46,Denver46,3431 N WINDSOR DR,SUNGARD DATA CENTER,AURORA,COLORADO,80011,US,MOUNTAIN TIME,-7,39.762348,-104.762184,
WJRDUTOS,slc16,SaltLakeCity16,6045 W 9860 S,,WEST JORDAN,UTAH,84081,US,MOUNTAIN TIME,-7,40.572247,-112.035637,
SCCSNJ39,nwr58,Newark58,500 PLAZA DR,,SECAUCUS,NEW JERSEY,7094,US,EASTERN TIME,-5,40.787891,-74.044762,
PNBONJBB,prn5,Princeton5,750 COLLEGE RD E,,PRINCETON,NEW JERSEY,8540,US,EASTERN TIME,-5,40.34153,-74.597153,
NSVMTNJN,nvl34,Nashville34,100 CENTERVIEW DR,,NASHVILLE,TENNESSEE,37214,US,CENTRAL TIME,-6,36.153912,-86.635521,
CARYNCGY,ral41,Raleigh41,11000 WESTON PKWY,,CARY,NORTH CAROLINA,27513,US,EASTERN TIME,-5,35.828442,-78.80249,
HOLMNJ24,nwr59,Newark59,200 TELEGRAPH HILL RD,,HOLMDEL,NEW JERSEY,7733,US,EASTERN TIME,-5,40.395451,-74.172295,
TWSNMDAD,bal30,Baltimore30,901 DULANEY VALLEY RD,,TOWSON,MARYLAND,21204,US,EASTERN TIME,-5,39.406769,-76.600723,
DLLSTX07,dal84,Dallas84,17201 WATERVIEW PKWY,,DALLAS,TEXAS,75252,US,CENTRAL TIME,-6,32.98484,-96.757828,
RCSQTXFR,dal85,Dallas85,2821 TELECOM PKWY,,RICHARDSON,TEXAS,75082,US,CENTRAL TIME,-6,32.987446,-96.657166,
LSVLKYAP,lou9,Louisville9,526 ARMORY PL,AT&T CO,LOUISVILLE,KENTUCKY,40202,US,EASTERN TIME,-5,38.250778,-85.76049,
ETRPNVMA,lvg8,LasVegas8,5225 W CAPOVILLA AVE,NAP8,LAS VEGAS,NEVADA,89118,US,PACIFIC TIME,-8,36.057949,-115.213341,
RCMDVABC,rch13,Richmond13,2015 STAPLES MILL RD,,RICHMOND,VIRGINIA,23230,US,EASTERN TIME,-5,37.584511,-77.490524,
L0830524,sap6,SaoPaulo6,RUA CONSELHEIRO RAMALHO 787,,SAO PAULO,SAO PAULO,01325-001,BR,"BUENOS AIRES, GREENLAND",-3,-23.558512,-46.644318,
SNFECA98,sfo45,SanFrancisco45,1098 HARRISON ST,,SAN FRANCISCO,CALIFORNIA,94103,US,PACIFIC TIME,-8,37.776039,-122.406082,
SNFCCAEH,sfo46,SanFrancisco46,225 BUSH ST,,SAN FRANCISCO,CALIFORNIA,94104,US,PACIFIC TIME,-8,37.790932,-122.401642,
L0996126,rio2,RiodeJaneiro2,218 RUA COSME VELHO,,RIO DE JANEIRO,RIO DE JANEIRO,22241-090,BR,"BUENOS AIRES, GREENLAND",-3,-22.940029,-43.196529,
RCKLCAFJ,sac16,Sacramento16,3750 ATHERTON RD,,ROCKLIN,CALIFORNIA,95765,US,PACIFIC TIME,-8,38.816391,-121.295128,
EGVGILDZ,chi69,Chicago69,2200 BUSSE RD,,ELK GROVE VILLAGE,ILLINOIS,60007,US,CENTRAL TIME,-6,41.994511,-87.962074,
BLUBPADA,phi40,Philadelphia40,1777 SENTRY PKWY W,BUILDING 14,BLUE BELL,PENNSYLVANIA,19422,US,EASTERN TIME,-5,40.13345,-75.278404,
JCVNFLZY,jax21,Jacksonville21,4926 KERNAN BLVD S,,JACKSONVILLE,FLORIDA,32224,US,EASTERN TIME,-5,30.257559,-81.50032,
CNCNOHSO,cin11,Cincinnati11,635 W 7TH ST,,CINCINNATI,OHIO,45203,US,EASTERN TIME,-5,39.102211,-84.526024,
PHNYAZFJ,phx45,Phoenix45,5555 N 7TH AVE,,PHOENIX,ARIZONA,85013,US,MOUNTAIN TIME,-7,33.51828,-112.08139,
SNDJCALL,sdg21,SanDiego21,8253 RONSON RD,,SAN DIEGO,CALIFORNIA,92111,US,PACIFIC TIME,-8,32.828659,-117.1455,
CLMBOHRH,clb15,Columbus15,770 TWIN RIVERS DR,,COLUMBUS,OHIO,43215,US,EASTERN TIME,-5,39.970089,-83.023392,
ALPRGAPQ,atl42,Atlanta42,13560 MORRIS RD,,ALPHARETTA,GEORGIA,30004,US,EASTERN TIME,-5,34.096657,-84.259949,
Z0260663,cin12,Cincinnati12,1700 YOUNG ST,,CINCINNATI,OHIO,45202,US,EST,-5,39.114277,-84.506592,
ATLPGASM,atl43,Atlanta43,3333 PIEDMONT RD NE,,ATLANTA,GEORGIA,30305,US,EASTERN TIME,-5,33.8461,-84.372322,
HLTOTXWK,hou57,Houston57,5150 WESTWAY PARK BLVD,DATABANK HOUSTON WEST I,HOUSTON,TEXAS,77041,US,CENTRAL TIME,-6,29.844278,-95.555,
DRHMNCLV,ral42,Raleigh42,1015 SWABIA CT,,DURHAM,NORTH CAROLINA,27703,US,EASTERN TIME,-5,35.874321,-78.846878,
SMFRCTBE,stm10,Stamford10,333 LUDLOW ST,NORTH TOWER,STAMFORD,CONNECTICUT,6902,US,EASTERN TIME,-5,41.041691,-73.531891,
ETRSPAAU,ypa15,YorkPA15,1790 OLD TRAIL RD,,ETTERS,PENNSYLVANIA,17319,US,EASTERN TIME,-5,40.138599,-76.806725,
TUSTCAKD,tus7,Tustin7,2741 WALNUT AVE,,TUSTIN,CALIFORNIA,92780,US,PACIFIC TIME,-8,33.71526,-117.805679,
SNFCCAZA,sfo47,SanFrancisco47,135 MAIN ST,,SAN FRANCISCO,CALIFORNIA,94105,US,PACIFIC TIME,-8,37.791519,-122.393997,
SNFCCAGR,sfo48,SanFrancisco48,555 CALIFORNIA ST,,SAN FRANCISCO,CALIFORNIA,94104,US,PACIFIC TIME,-8,37.792259,-122.403481,
WLWDCAAA,red1,Redding1,.4 M E OF 700 WILDWOOD RD,,WILDWOOD,CALIFORNIA,96706,US,PACIFIC TIME,-8,40.387772,-123.044167,
CLWRFLBO,tmp22,Tampa22,14444 66TH ST N,,CLEARWATER,FLORIDA,33764,US,EASTERN TIME,-5,27.90391,-82.7304,
NYCMNYSU,nyc92,NewYork92,810 7TH AVE,,NEW YORK,NEW YORK,10019,US,EASTERN TIME,-5,40.762829,-73.982285,
TORUONBM,tor8,Toronto8,5125 STEELES AVE W,,TORONTO,ONTARIO,M9L,CA,EST,-5,43.769669,-79.549591,
MRHMONMQ,tor9,Toronto9,330 COCHRANE DR,,MARKHAM,ONTARIO,L3R 8E4,CA,EASTERN TIME,-5,43.844093,-79.360275,
AKRNOHIJ,akn5,Akron5,120 N BROADWAY ST,,AKRON,OHIO,44304,US,EASTERN TIME,-5,41.087528,-81.514053,
TMNMMD05,bal31,Baltimore31,375 W PADONIA RD,,TIMONIUM,MARYLAND,21093,US,EASTERN TIME,-5,39.455002,-76.64035,
HRNDVANM,wdc99,Washington99,12900 WORLDGATE DR,,HERNDON,VIRGINIA,20170,US,EASTERN TIME,-5,38.95578,-77.395859,
